country,attraction,score,review,trip_date
UK,Tower of London,5.0,"Tower of London- I would suggest going as early as possible- we went when it opened and noticed it got busier as the day went on.I got and audio tour for my child and it made it so much more interesting - (ended up telling me facts) and engaging. As you don’t have to do it in a set order it was so pleasurable. Every member of staff we interacted , met were polite and had a smile.
We spoke three members of staff asking them questions each one of them had fantastic knowledge of the Tower of London. The cafe on site had a lovely selection of food for all. Highly recommend going to explore the Tower of London. It is definitely a day out .",Oct 2021
UK,Tower of London,3.0,"Nice, very busy during half term there was quite a que.
There is some confusion over the towers and would be good to hire out an audio for the tour which didn't come to mind when we booked. Need more than just a couple hours here as it could take most of your day seeing the history behind Tower of London. Great day out.",Oct 2021
UK,Tower of London,5.0,"An excellent family day out, so much history, would reccomend the audibility package to really make the day worthwhile if understanding of the historical events of the Tower is a priority. We had a 7, 10 and 13 years old and they all had a great time. Would suggest to book out the full day to really maximise the tru historical significance of such a landmark destination.",Oct 2021
UK,Tower of London,4.0,It was great visiting the Tower of London generally but sadly a bit too busy (being a school holiday) to see everything. But we will definitely be visiting again,Oct 2021
UK,Tower of London,5.0,"Great visit and interesting facts. Will be back for another visit. Too much to see in one day.
Well worth a visit and very interesting facts.",Oct 2021
UK,Tower of London,5.0,"There is so much history here, from the 11th century to today. Yeoman Warders are amazing - what a GREAT JOB! Their tour is excellent and included with admission - be sure to take the tour.

I became a member of Historic Royal Palaces to have more flexibility to go in whenever we wished during a recent trip to London. Membership is WORTH IT. Be sure to book directly.

Go in, enjoy watching the ravens (they truly take their jobs seriously and provide plenty of entertainment for their visitors), go see the Crown Jewels (WOW!) when there is no line, take plenty of time in the White Tower. The cafe is adequate should you need to grab tea/coffee/cake/light snack while you are there.

Wear comfortable shoes...old cobblestones are not forgiving should your choice of footwear err on the side of fashion vs. comfort and function. Enjoy this wonderful place!
Read more",Oct 2021
UK,Tower of London,5.0,"It was a last minute decision to visit the Tower of London before returning home from a weekend away. Booking online was easy and the tickets emailed to us straight away.

There’s a lot to do inside and it’s really informative, it was lovely to see the queens guards doing their marching outside the Crown Jewels area.

I’m glad we went but it is probably something I would only do once in my lifetime. But all in all it was a good day out
Read more",Aug 2021
UK,Tower of London,5.0,"Book the Beefeater tour, first class. Would definitely recommend it. Not hurried along and after the tour left to explore the tour.",Oct 2021
UK,Tower of London,5.0,Me and my family loved it! @Beefy409 aka Scott Kelly was amazing he was a great storyteller and we got a photo with him! When we go back we would love to have him as our beefeater tour guide so I would definitely recommend him to anyone who wants to go!,Oct 2021
UK,Tower of London,5.0,Well worth getting there early to miss the queues into the popular Crown Jewels exhibition and White Tower (although they were around 45 mins at peak time compared to 2 hours in pre Covid times). We paid £29.90 per adult and £14.90 for our 8 yr old and it was certainly worth the money as we were there for over 5 hours. The Yeoman/Beefeater tour was both amusing and informative (thank you to Barney) and would say that the White Tower is not to be missed for great exhibits and interactive games for children.,Oct 2021
UK,Tower of London,5.0,"Really interesting and informative tour of the Tower of London. The Beefeater, Scott Kelly, was so entertaining, funny and knowledgeable and I highly recommend this attraction for adults and children alike (especially if you like gruesome tales)",Oct 2021
UK,Tower of London,4.0,"Family with 14 & 12 year olds. Thoroughly enjoyed by us all, the stand out was definitely the yeoman warder tour which we joined on arrival. Perfectly pitched and informative tour which engaged and entertained us all, thanks Beefy#409!
As it was half term, long queues for everything, as you would expect (particularly the Crown Jewels exhibit which was almost an hour queue!)",Oct 2021
UK,Tower of London,5.0,"Legendary place. Had a fun few hours exploring. Even though it was half term, they are at about a third normal for fall, sad for them, but it meant by arriving at 9am we didn’t have to queue for a thing. Hope it picks up again when the world starts to get out more.",Oct 2021
UK,Tower of London,3.0,"As the title says, we're glad we went and experienced the Tower of London. But the entrance fees are just astronomical!",Oct 2021
UK,Tower of London,1.0,"Arrived 4 minutes (!) late with young kids and were not allowed in. A very disappointing experience for the whole family.

Not sure why they take timing so seriously (considering how bad and unpredictable the London traffic is). But thought I should leave the review to warn others, especially families with kids.",Oct 2021
UK,Tower of London,4.0,Had a lovely day out at The Tower of London with the family. Very easy to book the tickets online and not much of a queue to get in. Happy that there were concession and child ticket prices available. Lovely place to be on an autumn day. Can't wait for the next adventure!,Oct 2021
UK,Tower of London,4.0,"Came down from north for a day out in London, and was here before dinner on Brick Lane City Spice (which had amazing out of this world food!).

It was a very nice visit here, the tours of the grounds are spectacular and the history behind it is amazing! A very sweet sweet place to visit!",Oct 2021
UK,Tower of London,4.0,"Enjoyable visit to the Tower, however the lunch was a total rip off! Not much choice and we paid £33 for 1 child's portion of fish fingers and chips, 2 sausages with chips (they run out of mash by 2pm!), bowl of coleslaw, 1 small bottle of water and 1 small bottle of beer.",Oct 2021
UK,Tower of London,5.0,"Amazing. Loads to see and learn.

Take the beefeater initial tour as it brings everything together and helps you get your bearings.

Get there early for the crown jewels",Oct 2021
UK,Tower of London,4.0,"Very good time! The yeoman tour (I am so sorry, I cannot recall his name but it's the Scotsman #409 Yeoman guard) was absolutely incredible! A great storyteller and his ""we'll beheading this way"" joke slew me. Well done sir. Then we went through the white tower and I really enjoyed this historical tour. The fusiliers museum was surprisingly small, that being said it was enjoyable. The biggest let down was the Crown Jewels. The crowd control was dismal and the exhibits were quick to see. Felt like a bit of a let down in all truth. The white tower and prince's tower were far better in my opinion. But, and I can't believe I'm writing this, the best part was the cafe! Their cake selection is second to none, exceptional victoria sponge. If it weren't £30 to enter each time I'd be there for cake daily!
Read more",Oct 2021
UK,Tower of London,5.0,Amazing tour! Try to catch a Yeoman for the most interesting and funniest times you will have! And you get the see the Queens jewels ~ ;),Dec 2020
UK,Tower of London,5.0,"I thought it was great, we had a yeoman warden called Scott Kelly who was great and very knowledgeable. Overall brilliant I thought. Would definitely return. Crown Jewels are ace as well",Oct 2021
UK,Tower of London,5.0,"I can't recommend the beefeater tour especially with beefy409 (on Facebook), it's a brutally detailed and endlessly entertaining and informative hour long tour you can't do without.",Oct 2021
UK,Tower of London,4.0,"Brilliant day out! Really enjoyed this, it was interesting. I loved seeing the crown Jewels, they really are stunning. I think it was worth the money we were there over three hours.",Oct 2021
UK,Tower of London,5.0,"All the history of England in one location. Make sure that you take the ""Beefeater's"" guided tour. He was a wealth of history information.",Oct 2021
UK,Tower of London,5.0,"We’ll worth the money - we spent just over 3 hours here yesterday & could have spent longer but had another attraction booked. Chris our tour Beefeater was amazing, funny & knowledgeable and an hour with him passed really quickly. Crown Jewels - able to get really close & admire the amazing crowns. Lots of steps & cobbles & my knees are complaining today - but it was so worth it. Lots of school groups yesterday, but still relatively quiet & able to see everything without queues - visit this autumn if you can.",Oct 2021
UK,Tower of London,5.0,"What more could you ask for, Beefeaters, sentries wearing bear skins, Crown Jewels and so much more
If your visiting and want historical England then a castle is a must on your trip.
There will be queues and bag searches but once through the gates you are transported back to yea olden times.
Book a tour with a Beefeater or take the audio tour to make the most of your visit
From torture chambers to Royal bedrooms there is so much to take in
Allow at least 2 hours
Read more",Oct 2021
UK,Tower of London,5.0,Wonderful attraction especially seeing the Crown Jewels. I was lucky to go on a lovely autumns day and with a lack of tourists could spend more time enjoying the displays. Anyone from the UK should take the opportunity to visit now with less crowds and more time to enjoy.,Oct 2021
UK,Tower of London,5.0,"Beefeater tour is a must if you visit. laurence was excellent full of knowledge and a great laugh, loved every minute of the tour",Oct 2021
UK,Tower of London,4.0,"A brilliant day out the beefeater tour is well worth it and as well as a great knowledge of history they have a great attitude to children asking relentless questions. We all had a brilliant time the only down side would be the price of admission which now means a typical family may not be able to visit, which I feel is a shame. But other than that a excellent day out you will not regret going.",Oct 2021
UK,Tower of London,5.0,As mentioned in a previous review. We took the in-laws here for a day out along side the british museum and they loved it!!!! a fantastic day out for the whole family.,Oct 2021
UK,Tower of London,5.0,Great visit here with teen and a 10 year old. We all loved it and spent quite a few hours exploring and admiring the jewels. Don’t bother with the cafe - lukewarm and expensive! Didn’t detract from the rest of the exhibits thankfully. Well worth reading the walls some fascinating yet terrifying insights to the history of the tower there. We took the hop on hop off bus out to the tower which took forever but was enjoyable as well as giving the feet a rest!,Oct 2021
UK,Tower of London,5.0,"Make sure you take the tour with the Yeoman- hilarious, educational and informative! The Crown Jewels are simply incredible and well laid out so you get a chance to get up nice and close and have a really good look at them. All exhibits were well laid out and accessible- probably the way day out we have ever had in London (nice and close to Sky Garden for dinner afterwards)",Oct 2021
UK,Tower of London,5.0,Young female guide called phoebe at the entrance to the crown jewels was very knowledgeable and able to answer all our questions including about the Krays being imprisoned there. Infact all members of staff were lovely. Just a shame we didn't have a lot of time as it was near closing time.,Oct 2021
UK,Tower of London,4.0,"Good experience but really wish we had stuck with the tour guide to appreciate the explanation and history.
Was great to see everything, ravens, crown jewels and the other important bits of history but I do feel like we may have missed something due to everyone raving how good it is, we just found it ok. I've marked it ""very good"" as I do appreciate the important history of the place and glad we did it. Entry price is fairly standard for attractions in London but don't mind paying since it needs a fair amount for the upkeep and staff.
Read more",Oct 2021
UK,Tower of London,5.0,"We had the best morning !!! Lawrence was our guide and he was just brilliant, engaging and funny, he included the children and adults making it accessible to all. He managed to relay a wealth of information and make us all laugh throughout. Honestly one of the best tours we have ever had. We would highly recommend it to all!",Oct 2021
UK,Tower of London,5.0,"Fabulous trip with my husband and his parents. Fir someone who doesn't really 'do' history i thoroughly enjoyed our few hours here.
Starting off with a tour by Yoemen Warder Andy M was a great bonus. I'd normally find these things drab but he made the 45 mins entertaining (think dad jokes and slightly un-PC, which we loved) and very informative. He finished off telling us both about the guards outside of the Crown Jewels and then about how he became a Warder...by the end we were all brimming with the British Pride that oozed from him.
After that a wander round the buildings and exhibits, plus a drink in the Armouries cafe (clean and spacious).
A thoroughly enjoyable visit.
Read more",Oct 2021
UK,Tower of London,4.0,A fantastic few hours having a look round and getting a live history lesson from a beefeater! A great time looking around at the food wasn’t to bad (tad pricey),Aug 2021
UK,Tower of London,5.0,"Feels odd doing a review for the Tower of London. You just simply must see it.
We had a great morning out here. £29.90 each is a bit pricy, but we got two for one by printing off a voucher from National Rail, showed our train ticket at the box office and hey presto, half price.
(You're welcome! :)

We started off as many do with a yeoman (beefeater) tour that were running every 30 mind. The tour was free and starts just by the entrance. We had the honour of being led around by Yeoman Paul who is a real entertainer full of knowledge and a great sense of humour.
He said we made his day by asking his name for a review. Nope, you made ours, mate.
The tour is a fantastic way to start off the visit as its only 45 minutes to an hour and really sets you up to explore the rest of this beautiful historic masterpiece yourself.
We finished the experience with a well earned trip to the Spoons opposite so really did experience the best of British that day. ;)
Read more",Oct 2021
UK,Tower of London,5.0,"Lawrence made the whole tour!!!
If you can get a tour by this guy I would suggest it!! He’s very interesting and makes the tour entertaining!

Really helps get a feel for the place!

You can tell he is honoured to be a Yeoman. It’s so lovely to see!

Great tour Lawrence!
Read more",Oct 2021
UK,Tower of London,5.0,"Just came from the Tower of London and was lucky to catch a yeoman warder tour by the name of Lawrence

He was absolutely brilliant and funny… so much knowledge and history from him, thought he handles to very large crowd brilliantly

The experience overall was fanatastic, dripped in gruesome history !

Highly recommended
Read more",Oct 2021
UK,Tower of London,5.0,"Me and my Mum visited the Tower of London on our most recent staycation in London. We were not disappointed. We’d booked in advance online and we got a souvenir book included in our ticket price.

We were expecting it to not last the majority of the day, but oh my goodness you definitely get your moneys worth. We arrived for the morning session at 11am and we didn’t leave the Tower of London until around 5pm. We stopped for some lunch in the restaurant which was lovely.

Take your time to look around all of the places within the tower grounds. The beefeaters know so much and are very knowledgeable so if you have any questions, do ask them!

The most interesting find for me was the fact that Anne Boleyn is buried inside one of the chapels. The chapel is right in front of the place where she was beheaded!!

You will learn so much - and remember it’s a whole day trip - not a quick excursion - so make sure you leave plenty of time to do it - and enjoy it!
Read more",Jul 2021
UK,Tower of London,4.0,"The tower and its artifacts are fascinating when you think of the history involved. However I found it to be a glorification of the monarchy, which I expected, and also war, which I didn't.
Looking at the tower's prisoners' graffiti while they were awaiting their fate was harrowing - despite knowing they'd been abandoned to their death, they still prayed to their gods. Blind faith, I suppose.
The crown jewels look as though they could fund a few food banks for a while!",Oct 2021
UK,Tower of London,5.0,"its best if you book on line to ensure entrance , and I suggest you join one of the beefeaters as you enter as they give a very entertaining yet informative tour at the start og the visit, The crown jewels are amazing",Oct 2021
UK,Tower of London,5.0,"A fantastic day out after months of no travelling. History comes to life made particularly good by the Yeoman's Tour. Informative, humorous and super for kids.
Lawrence was our tour guide and he had just the right balance between historical facts and entertainment. If it had just been historical facts it could have been quite boring! Do not miss this!",Oct 2021
UK,Tower of London,5.0,"Fantastic place to visit, lot's to see, plenty of places to get a drink/food, or take your own and sit over looking the river. Great gift shops. Beautiful jewels don't take photos of them you get shouted at lol, I didn't see the sign. A must visit.",Sep 2021
UK,Tower of London,5.0,Absolutely loved this especially the tour by Lawrence one of the yeoman wardens he was absolutely fab his knowledge of everything and his jokes were brilliant I went with my sister and my 7 year old daughter who loved it more than us as Lawrence had the kids at the front so they could hear and understand what was going on would highly recommend this to everyone 100% x thank you Lawrence for making history so interesting for my daughter even your jokes about us Scottish we’re brilliant,Oct 2021
UK,Tower of London,5.0,"Excellent day in one of England’s major tourist attractions. The Crown Jewels, the white tower and chapels were superb. Yeoman Warder Lawrence was brilliant, very informative whilst keeping it jovial and good for all ages. A must for any visitor to London",Oct 2021
UK,Tower of London,5.0,"We (my husband and I) really enjoyed our visit here! We did the self guided audio tour, which allowed us to explore on our own but also still hear about the different histories and aspects. Seeing the crown jewels was a highlight! Must see attraction in London!",Oct 2021
UK,Tower of London,5.0,"great day out, Love London. we stopped to london Tower for a nice view, its a symbol of Britain. love it",Jun 2021
UK,Tower of London,5.0,"This is experience is absolutely invaluable and an absolute must for London, and England itself as a whole. The attractions and exhibitions are pristine, exceptional and teeming with information and history displayed in such an informative but still engaging way. We first visited in February 2017, and recently visited in October 2021. Still, visiting 4 years later, we felt as if we’d learned so many new things again and had the most incredible, special experience. Beefeater #409, Sergeant Scott Kelly, was just absolutely incredible, so animated with a passion for the country and its history that you couldn’t help but share in and feel to the extent he did, and such a warm and hilarious nature within his tour that you couldn’t help but be engaged and hang onto his every word. He made us laugh, he made us squirm in disgust, he made us come together as strangers to participate and marvel at history and he made us want to delve into our history as a nation further and further. There is so much to see and so many incredible elements to be enraptured by, I would suggest taking the whole day for this incredible heritage site. This is not the first and nor will it be the last time I visit and enjoy with the upmost passion this incredible place and it’s wonderfully put together displays and immersive experiences, as well as the incredible people who keep it running and are walking embodiments of tradition and historical importance.
Read more",Oct 2021
UK,Tower of London,5.0,"We knew the Tower of London was one of the top attractions here in London, however, the history and the crown jewels just blew us away. The most important thing is to get the beefeater to give you a tour. Every hour on the hour there is one available just inside the main gate you will see a small crowd gathering around him. They are the most entertaining and funny lot . Facemasks were requested to be worn inside the buildings but not outside. The Crown jewel area was the most crowded but everybody kept trying to adhere to the social distancing. The jewels are very real - there are coronation crowns etc decorated with the most amazing precious stones among which are the largest diamond and the second largest diamond in the world. Unfortunately no photography is allowed. Everywhere else you can take pictures. The Armory in the White tower is incredible should not be skipped. When you’re done with the tower of London, take some time to walk along the wharf to admire the Tower Bridge that’s very nearby.
Read more",Oct 2021
UK,Tower of London,5.0,"Spent 6 hours here and could have done at least another 2. What an amazing place and they must have opened up more of the battlements and turrents since I last visited years ago. The Crown Jewels are still awesome and we were so lucky not to have to queue although i think the pre booking has improved the visit experience as it was far better without crowds of people and shuffling around. The Beefeater tour was entertaining and a must as they really do give you an insight into its history. Loved the interactive part of the White Tower where we tried our hand at dressing the king and shooting a cannon. Views across the Thames were of course amazing. It was certainly well worth the admission price. It gives Goosebumps to think you are treading in the same place as past king and queens - and very poignant moments in the chapel thinking of those executed. A must for everyone.
Read more",Sep 2021
UK,Tower of London,5.0,"Very cool learning about the history and walking around the grounds. Worth a visit, especially when the crowds are down.",Oct 2021
UK,Tower of London,5.0,"Do Not miss the Yeoman Warders guided tour of the Tower. We were able to arrive early to see the Tower Key Ceremony as they unlocked the gates. The Head Yeoman Warder and his escort walking to and from the gate. Ravens, the real guard of the tower were everywhere! The Crown Jewels of the Kingdom on display were breathtaking! There were guides present that were able to answer all of our questions about every artifact on display!",Sep 2021
UK,Tower of London,5.0,"Having visited the Tower a few times, this with my wife,(who had never been). The Tower never ceases to amaze and the crowing glory,(pardon the pun) was the crown jewels, utterly spectacular.",Sep 2021
UK,Tower of London,5.0,"Great history of London from the start, haw it has evolved to become the present. So much to see and learn. Advise to first take a guided narrative tour a must! Go about on your own or narrated headphone tour. Expect to spend around 4hrs average, could be more if you stop and enjoy every little detail. Cheers!",Oct 2021
UK,Tower of London,5.0,Had a great time visiting the Tower of London again but without the usual crowd! Highly recommend to visit now.,Oct 2021
UK,Tower of London,5.0,Fabulous. Beefeater Gary was funny & informative . Saw the Crown Jewels & visited the White tower . I wish I could have spent longer there as it closed at 430pm which I hadn’t realised,Oct 2021
UK,Tower of London,5.0,"Say the Crown Jewels for the first time, enjoyed a Yeoman Warder tour with Mr Hardy (one very enthusiastic, crowd engager, knowledgeable guide), visited the Raven's, the general grounds, the Chapel and watched the Tower Bridge ""open"" for a boat. Next visit will try to see some of the areas we missed in our 2 1/2 hour adventure today.",Oct 2021
UK,Tower of London,5.0,"Such good value for money
Crown Jewels were spectacular
Good social distancing
Requires at least 2-3 hours",Oct 2021
UK,Tower of London,5.0,"A fantastic experience, we were welcomed by a very friendly and informative Beefeater. Started with the Beefeater tour 45 minutes of information entertainment and humour. Followed by the rest of the Tower and grounds. The Crown Jewels need to be seen to be believed, even then they look unreal. Well worth the entrance fee.",Sep 2021
UK,Tower of London,5.0,We bought our tickets from Headout which was a smooth process. We loved the plethora of information all around the venue and at no time was it too crowded.,Oct 2021
UK,Tower of London,5.0,"We visited in September it was really easy to get around.
We had a Beefeater tour it was very informative and extremely entertaining.
The beefeater was Scott Kelly.
We spent about 6 hours at the tower including a short stop at the cafe for a sandwich.
Excellent value for money.",Sep 2021
UK,Tower of London,5.0,What a great way to spend a rainy day in London. Beefeater Scott (AKA Beefy 409 as he frequently told us) gave a great talk about the history of the Tower with many funny elements. We spent an enjoyable 3 hours exploring all parts of the Tower and loved every second. Well worth the entrance fee!,Oct 2021
UK,Tower of London,5.0,"A party of 4 , we were escorted by a Beefeater called Shady . It was fun , informative and a great day . I have great respect for these guys , and the Royal Family . Would recommend this to anyone.",Sep 2021
UK,Tower of London,5.0,"This was a great place to visit, started with a talk from a beefeater and then we could wander around. Even though it was school summer holidays it wasn’t packed and we could easily explore the history here. The Crown Jewels are amazing to see and the the history that comes with the tower",Aug 2021
UK,Tower of London,5.0,"A very good day out at the Tower of London. We had a tour with Scott ( beefy 409 if we remember correctly) which was entertaining. Getting the history of the Tower.
Seeing the Crown Jewels, of which we heard people saying ‘Are they real?’ We laughed, did they not notice the access doors to this section.
It takes a full day to see everything, so be sure to have everything that you need.",Oct 2021
UK,Tower of London,5.0,"Visited the Tower of London as have never been despite only living in Essex. Had a great couple of hours exploring including going on a tour with John, one of the Yeoman Warders who really
did bring the experience to life and really made our visit.",Oct 2021
UK,Tower of London,5.0,"John the beefeater is a legend.

Not good for kids.

Torture chamber is on the way out, keep an eye for it.

Ravens are sick, they just roam around constantly",Oct 2021
UK,Tower of London,4.0,Yeoman Warder tour was great. Some of the exhibits might be surprisingly small. I had a lot of fun. You would need to spend at least a few hours here - would recommend getting there before noon.,Sep 2021
UK,Tower of London,5.0,"wow, loved this.. I learned so much, so I must have been sleeping in school. Tour guide was fab. Weather was lovely which helped. Ravens were out doing their nosey. Quite a big crowd, but made the atmopshere great.",Sep 2021
UK,Tower of London,5.0,"Really great day out and the free tour by the Beefeaters is a must do!
It is a very interesting place to go to learn about history
Highly recommend",Sep 2021
UK,Tower of London,5.0,Today in my 63rd year I visited The Tower of London for the first time. We were lucky to go on the tower tour with Yeoman Warder Scott Kelly who gave us such a great history lesson! Cant praise him enough and his knowledge is outstanding. So glad I've done this now,Sep 2021
UK,Tower of London,5.0,"This place is truly unique, and interesting... Especially ""The Crown Jewels Vault room""
There is quite a lot of different locations, and spots to see, and explore. From: Ex-prison tower, torture room, to mints making room etc. I could highly recommend it! especially for families with their children, and friends a like! to nicely spend your time, and to be a little bit more educated on your weekend! thank you!",Sep 2021
UK,Tower of London,5.0,Was really interesting learning the history of England from one of the beefeaters and checking out the crown jewels and the prison.,Sep 2021
UK,Tower of London,5.0,I’ve been to many tourist places but this is definitely the most interesting and entertaining. The Beefeaters are just amazing,Nov 2020
